,City,Country,Date,Lat,Lng,Cloudiness,Humidity,Max Temp,Wind Speed
294,rincon,US,2021-03-13 23:03:18,32.296,-81.2354,1.0,82.0,61.07,2.57
295,marang,MY,2021-03-13 23:03:18,5.2056,103.2059,40.0,70.0,86.27,2.06
296,magdagachi,RU,2021-03-13 23:03:19,53.45,125.8,100.0,85.0,36.63,3.33
297,amol,IR,2021-03-13 23:03:19,36.4696,52.3507,19.0,77.0,37.8,2.17
298,pitsunda,GE,2021-03-13 23:03:19,43.1592,40.3378,90.0,70.0,39.47,7.0
299,mayumba,GA,2021-03-13 23:03:19,-3.432,10.6554,100.0,89.0,79.97,2.58
300,aksu,CN,2021-03-13 23:03:20,41.1231,80.2644,93.0,23.0,59.34,1.63
301,altagracia de orituco,VE,2021-03-13 23:03:20,9.8601,-66.3814,86.0,88.0,71.76,1.95
302,boyolangu,ID,2021-03-13 23:03:20,-8.1181,111.8935,86.0,66.0,85.69,1.8
303,gorontalo,ID,2021-03-13 23:03:20,0.5412,123.0595,47.0,71.0,86.5,1.66
304,saint-leu,RE,2021-03-13 23:03:21,-21.15,55.2833,40.0,74.0,80.87,4.63
305,anadyr,RU,2021-03-13 23:03:21,64.75,177.4833,20.0,86.0,23.27,2.0
306,richards bay,ZA,2021-03-13 22:58:29,-28.783,32.0377,0.0,86.0,71.58,4.71
307,nabire,ID,2021-03-13 23:03:21,-3.3667,135.4833,48.0,63.0,86.09,2.08
308,port macquarie,AU,2021-03-13 23:03:21,-31.4333,152.9167,40.0,83.0,77.27,5.66
309,yeppoon,AU,2021-03-13 23:03:22,-23.1333,150.7333,5.0,40.0,91.67,3.6
310,mersing,MY,2021-03-13 23:03:22,2.4312,103.8405,40.0,79.0,86.27,4.12
311,bokhan,RU,2021-03-13 23:03:22,53.153,103.7714,100.0,78.0,9.41,11.06
312,ayagoz,KZ,2021-03-13 23:03:22,47.9714,80.4392,100.0,80.0,2.75,9.01
313,vila do maio,CV,2021-03-13 23:03:23,15.1333,-23.2167,0.0,88.0,66.47,4.12
314,east london,ZA,2021-03-13 23:03:23,-33.0153,27.9116,0.0,83.0,71.87,3.09
315,labuhan,ID,2021-03-13 23:03:23,-6.8844,112.2051,56.0,67.0,85.55,2.71
316,north bend,US,2021-03-13 23:03:23,43.4065,-124.2243,1.0,71.0,48.47,5.66
317,jutai,BR,2021-03-13 23:03:24,-5.1833,-68.9,86.0,94.0,72.27,0.69
318,vardo,NO,2021-03-13 23:03:24,70.3705,31.1107,100.0,91.0,25.7,0.91
319,neiafu,TO,2021-03-13 23:03:24,-18.65,-173.9833,40.0,74.0,84.47,2.57
320,biloela,AU,2021-03-13 23:03:24,-24.4167,150.5,14.0,37.0,90.3,1.33
321,paradwip,,,,,,,,
322,madras,IN,2021-03-13 23:00:10,13.0878,80.2785,20.0,74.0,80.87,2.57
323,el balyana,,,,,,,,
324,bukama,CD,2021-03-13 23:03:25,-9.2,25.85,84.0,85.0,67.15,0.67
325,sao joao batista,BR,2021-03-13 23:03:25,-27.2761,-48.8494,100.0,97.0,76.26,0.3
326,hervey bay,AU,2021-03-13 23:03:25,-25.2986,152.8535,75.0,58.0,84.47,4.12
327,beringovskiy,RU,2021-03-13 23:03:26,63.05,179.3167,33.0,93.0,26.17,3.04
328,moindou,NC,2021-03-13 23:03:26,-21.6924,165.677,75.0,48.0,88.07,3.6
329,klaksvik,FO,2021-03-13 23:03:26,62.2266,-6.589,75.0,87.0,41.27,11.83
330,manoel urbano,BR,2021-03-13 23:03:26,-8.8389,-69.2597,100.0,98.0,71.89,0.88
331,homer,US,2021-03-13 23:03:27,59.6425,-151.5483,1.0,42.0,21.47,3.09
332,vostok,RU,2021-03-13 23:02:50,46.4856,135.8833,24.0,81.0,39.87,0.9
333,clermont,FR,2021-03-13 23:03:27,49.5,2.4167,75.0,93.0,39.47,5.14
334,ossora,RU,2021-03-13 23:03:27,59.2353,163.0719,99.0,67.0,12.49,2.46
335,wangkui,CN,2021-03-13 23:03:27,46.8333,126.5,0.0,80.0,40.23,6.51
336,tukrah,LY,2021-03-13 23:03:28,32.5341,20.5791,100.0,56.0,58.5,2.57
337,estelle,US,2021-03-13 23:03:28,29.8458,-90.1067,90.0,94.0,67.26,4.12
338,harindanga,IN,2021-03-13 23:03:28,22.0383,88.3214,0.0,57.0,79.07,1.97
339,sri aman,MY,2021-03-13 23:03:28,1.2376,111.4621,20.0,79.0,84.47,1.03
340,chumikan,RU,2021-03-13 23:03:29,54.7183,135.315,100.0,81.0,38.98,6.84
341,plomarion,GR,2021-03-13 23:03:29,38.9767,26.3681,20.0,87.0,48.47,2.35
342,khasan,RU,2021-03-13 23:03:29,42.4308,130.6434,0.0,49.0,48.99,3.15
343,boa vista,BR,2021-03-13 22:58:47,2.8197,-60.6733,0.0,83.0,77.27,1.03
344,krasnokamensk,RU,2021-03-13 23:03:30,50.0979,118.0369,79.0,50.0,42.69,9.31
345,mackay,AU,2021-03-13 23:03:30,-21.15,149.2,11.0,66.0,86.27,5.66
346,mys shmidta,,,,,,,,
347,lufilufi,WS,2021-03-13 23:03:30,-13.8745,-171.5986,75.0,70.0,91.67,3.09
348,saint-pierre,RE,2021-03-13 23:03:30,-21.3393,55.4781,40.0,74.0,80.87,4.63
349,hovd,MN,2021-03-13 23:03:31,48.0056,91.6419,69.0,25.0,16.93,5.97
350,emerald,AU,2021-03-13 23:03:31,-23.5333,148.1667,40.0,40.0,91.67,1.54
351,straumen,NO,2021-03-13 23:03:31,63.8709,11.2999,0.0,80.0,35.28,4.12
352,paamiut,GL,2021-03-13 23:03:31,61.994,-49.6678,100.0,52.0,18.9,2.69
353,sao joao da barra,BR,2021-03-13 23:03:32,-21.6403,-41.0511,49.0,89.0,75.76,5.74
354,omsukchan,RU,2021-03-13 23:03:32,62.5333,155.8,5.0,84.0,-3.24,1.69
355,banda aceh,ID,2021-03-13 23:03:32,5.5577,95.3222,38.0,60.0,86.59,1.41
356,farafangana,MG,2021-03-13 23:03:32,-22.8167,47.8333,53.0,86.0,76.39,3.85
357,samarai,PG,2021-03-13 23:03:33,-10.6167,150.6667,99.0,71.0,84.7,6.88
358,bethlehem,BR,2021-03-13 23:03:33,-1.4558,-48.5044,0.0,94.0,75.47,2.06
359,daru,PG,2021-03-13 23:03:33,-9.0763,143.2092,100.0,66.0,85.24,2.82
360,camacha,PT,2021-03-13 23:03:33,33.0833,-16.3333,75.0,67.0,59.27,6.69
361,gizo,SB,2021-03-13 23:03:34,-8.103,156.8419,13.0,66.0,84.83,2.31
362,dingle,PH,2021-03-13 23:03:34,10.9995,122.6711,69.0,75.0,83.93,1.1
363,marv dasht,,,,,,,,
364,caohai,CN,2021-03-13 23:03:34,26.8661,104.2841,18.0,44.0,63.84,7.97
365,belle fourche,US,2021-03-13 23:03:35,44.6714,-103.8522,90.0,100.0,43.27,6.69
366,byron bay,AU,2021-03-13 22:56:59,-28.65,153.6167,3.0,65.0,87.28,6.17
367,maumere,ID,2021-03-13 23:03:35,-8.6199,122.2111,77.0,74.0,84.25,0.95
368,sabang,ID,2021-03-13 23:03:35,5.8933,95.3214,62.0,72.0,83.82,5.87
369,okhotsk,RU,2021-03-13 23:03:36,59.3833,143.3,100.0,82.0,9.77,2.91
370,fairbanks,US,2021-03-13 23:02:41,64.8378,-147.7164,1.0,51.0,7.27,1.88
371,nizhniy baskunchak,RU,2021-03-13 23:03:36,48.2198,46.8311,78.0,49.0,24.64,5.45
372,angra,,,,,,,,
373,nam som,TH,2021-03-13 23:03:36,17.7704,102.1895,0.0,58.0,91.27,2.06
374,batagay-alyta,RU,2021-03-13 23:03:37,67.8006,130.4114,68.0,84.0,-5.67,1.51
375,sterling,US,2021-03-13 23:02:08,39.0062,-77.4286,1.0,36.0,46.67,3.96
376,chikwawa,MW,2021-03-13 23:03:37,-16.0335,34.8009,98.0,99.0,72.39,0.77
377,okha,RU,2021-03-13 23:03:37,53.5739,142.9478,53.0,90.0,35.64,7.68
378,sukhothai,TH,2021-03-13 23:03:38,17.25,99.6667,39.0,74.0,92.26,2.06
379,fort nelson,CA,2021-03-13 23:03:38,58.8053,-122.7002,90.0,78.0,1.67,3.6
380,ruatoria,,,,,,,,
381,diffa,NE,2021-03-13 23:03:38,13.3154,12.6113,91.0,11.0,79.54,3.39
382,sao paulo de olivenca,BR,2021-03-13 23:03:38,-3.3783,-68.8725,91.0,97.0,72.54,0.64
383,skalistyy,,,,,,,,
384,barawe,,,,,,,,
385,celestun,MX,2021-03-13 23:03:39,20.8667,-90.4,0.0,73.0,76.14,7.03
386,falealupo,,,,,,,,
387,yining,CN,2021-03-13 23:03:39,29.0361,114.5636,0.0,58.0,73.2,0.81
388,rena,NO,2021-03-13 23:03:39,61.1348,11.3641,56.0,93.0,27.27,1.17
389,pevek,RU,2021-03-13 23:03:39,69.7008,170.3133,99.0,95.0,-2.49,2.28
390,porto walter,BR,2021-03-13 23:03:40,-8.2686,-72.7439,97.0,97.0,72.21,0.63
391,nago,JP,2021-03-13 23:03:40,26.5881,127.9761,40.0,56.0,73.67,2.06
392,rudnichnyy,RU,2021-03-13 23:03:40,59.617,52.4703,100.0,90.0,10.65,5.3
393,severomuysk,RU,2021-03-13 23:03:40,56.1481,113.4267,100.0,93.0,15.78,5.09
394,mogadishu,SO,2021-03-13 23:03:41,2.0371,45.3438,100.0,82.0,80.37,5.36
395,goundam,ML,2021-03-13 23:03:41,16.4145,-3.6708,0.0,41.0,67.35,2.98
396,itarema,BR,2021-03-13 23:03:41,-2.9248,-39.9167,81.0,87.0,77.05,2.41
397,mandan,US,2021-03-13 23:00:58,46.8267,-100.8896,1.0,45.0,46.67,4.63
398,biak,ID,2021-03-13 23:03:41,-0.9131,122.8766,70.0,74.0,83.23,0.77
399,zhangjiakou,CN,2021-03-13 23:03:42,40.81,114.8794,100.0,67.0,48.25,5.07
400,mujiayingzi,CN,2021-03-13 23:03:42,42.1167,118.7833,100.0,51.0,51.22,6.81
401,benidorm,ES,2021-03-13 23:03:42,38.5382,-0.131,0.0,67.0,55.27,2.39
402,sorong,ID,2021-03-13 23:03:30,-0.8833,131.25,100.0,79.0,82.02,6.53
403,esperance,AU,2021-03-13 23:03:42,-33.8667,121.9,75.0,45.0,68.27,3.6
404,tilichiki,RU,2021-03-13 23:03:43,60.4667,166.1,100.0,80.0,4.37,6.77
405,leningradskiy,RU,2021-03-13 23:03:43,69.3833,178.4167,100.0,89.0,24.33,4.21
406,road town,VG,2021-03-13 23:03:43,18.4167,-64.6167,37.0,83.0,76.26,2.68
407,sinnamary,GF,2021-03-13 23:03:43,5.3833,-52.95,100.0,89.0,77.25,5.59
408,smolenka,RU,2021-03-13 23:03:44,52.1352,113.4974,40.0,64.0,32.27,3.6
409,krasnoselkup,RU,2021-03-13 23:03:44,65.7,82.4667,92.0,96.0,-7.1,7.55
410,haines junction,CA,2021-03-13 23:03:44,60.7522,-137.5108,100.0,51.0,5.27,0.51
411,port-gentil,GA,2021-03-13 23:03:44,-0.7193,8.7815,100.0,77.0,82.0,3.07
412,gornopravdinsk,RU,2021-03-13 23:03:45,60.05,69.9,51.0,94.0,9.97,3.96
413,hualmay,PE,2021-03-13 23:01:21,-11.0964,-77.6139,46.0,76.0,72.39,1.7
414,daram,PH,2021-03-13 23:03:45,11.6341,124.7947,29.0,72.0,82.53,1.75
415,wajima,JP,2021-03-13 23:03:45,37.4,136.9,40.0,57.0,46.67,5.14
416,mahon,ES,2021-03-13 23:03:45,39.8885,4.2658,20.0,93.0,50.27,3.09
417,tekkali,IN,2021-03-13 23:03:46,18.6167,84.2333,0.0,28.0,88.14,3.07
418,lasa,IT,2021-03-13 23:03:46,46.6166,10.7002,90.0,100.0,38.26,3.23
419,leh,IN,2021-03-13 22:59:11,34.1667,77.5833,69.0,51.0,25.39,1.17
420,storm lake,US,2021-03-13 23:03:46,42.6411,-95.2097,90.0,65.0,47.26,5.14
421,bud,US,2021-03-13 23:03:46,39.447,-86.1758,1.0,65.0,43.27,2.49
422,zhigansk,RU,2021-03-13 23:03:47,66.7697,123.3711,92.0,89.0,8.15,5.29
423,saldanha,ZA,2021-03-13 23:03:47,-33.0117,17.9442,100.0,88.0,66.47,3.09
424,pisco,PE,2021-03-13 23:03:47,-13.7,-76.2167,20.0,88.0,72.27,1.54
425,vrangel,RU,2021-03-13 23:03:47,42.7297,133.0839,49.0,49.0,45.45,2.2
426,sept-iles,CA,2021-03-13 23:03:48,50.2001,-66.3821,40.0,48.0,14.27,4.12
427,shizukuishi,JP,2021-03-13 23:03:48,39.6833,140.9833,75.0,87.0,41.27,4.12
428,tanabe,JP,2021-03-13 23:03:48,33.7333,135.3667,20.0,47.0,55.67,8.23
429,dzhusaly,,,,,,,,
430,iranshahr,IR,2021-03-13 23:03:48,27.2025,60.6848,0.0,49.0,68.27,1.5
431,nivala,FI,2021-03-13 23:03:49,63.9167,24.9667,92.0,93.0,30.27,1.83
432,waitati,NZ,2021-03-13 23:03:49,-45.75,170.5667,0.0,71.0,65.26,4.92
433,zaraza,VE,2021-03-13 23:03:49,9.3503,-65.3245,100.0,77.0,77.2,2.11
434,moranbah,AU,2021-03-13 23:03:49,-22.0016,148.0466,0.0,34.0,91.96,3.79
435,moskovskiy,RU,2021-03-13 23:03:50,55.5991,37.355,90.0,93.0,30.47,3.0
436,saint-francois,FR,2021-03-13 23:03:50,46.4154,3.9054,90.0,87.0,39.47,3.09
437,devyatka,,,,,,,,
438,belyy yar,RU,2021-03-13 23:03:23,53.6039,91.3903,0.0,56.0,7.07,4.0
439,salvador,SV,2021-03-13 23:00:01,13.8333,-88.9167,20.0,83.0,77.27,0.51
440,grand gaube,MU,2021-03-13 23:03:50,-20.0064,57.6608,100.0,88.0,77.27,0.89
441,manavalakurichi,IN,2021-03-13 23:03:14,8.1333,77.3,20.0,62.0,88.07,1.03
442,churapcha,RU,2021-03-13 23:03:51,62.0025,132.4325,100.0,83.0,17.64,6.66
443,bambanglipuro,ID,2021-03-13 23:03:06,-7.95,110.2833,70.0,60.0,86.99,3.28
444,port moresby,PG,2021-03-13 23:03:51,-9.4431,147.1797,75.0,70.0,86.27,1.54
445,chagda,,,,,,,,
446,yar-sale,RU,2021-03-13 23:03:51,66.8333,70.8333,99.0,89.0,8.47,4.28
447,matamoros,MX,2021-03-13 23:03:51,25.5333,-103.25,40.0,7.0,88.07,4.12
448,liverpool,GB,2021-03-13 23:03:52,53.4106,-2.9779,75.0,87.0,46.67,9.77
449,dukat,RU,2021-03-13 23:03:52,62.55,155.55,60.0,89.0,-6.21,1.79
450,hearst,CA,2021-03-13 23:03:52,49.6835,-83.6665,76.0,63.0,23.27,4.12
451,kenai,US,2021-03-13 23:03:52,60.5544,-151.2583,1.0,67.0,12.47,1.54
452,antofagasta,CL,2021-03-13 23:02:23,-23.65,-70.4,75.0,88.0,66.47,3.6
453,quesnel,CA,2021-03-13 23:03:53,52.9999,-122.5029,20.0,40.0,48.47,3.6
454,lorengau,PG,2021-03-13 23:03:53,-2.0226,147.2712,68.0,66.0,84.81,0.95
455,konevo,RU,2021-03-13 23:03:53,62.1215,39.3192,100.0,93.0,29.21,4.54
456,nueva guinea,NI,2021-03-13 22:59:06,11.6876,-84.4562,2.0,97.0,69.15,2.65
457,port lincoln,AU,2021-03-13 23:03:54,-34.7333,135.8667,96.0,48.0,62.64,4.76
458,parras,,,,,,,,
459,labytnangi,RU,2021-03-13 23:03:54,66.6572,66.4183,98.0,86.0,7.16,3.05
460,orotukan,RU,2021-03-13 23:03:54,62.2667,151.7,0.0,77.0,-1.16,1.57
461,bauru,BR,2021-03-13 23:03:54,-22.3147,-49.0606,11.0,80.0,73.27,1.79
462,havre-saint-pierre,CA,2021-03-13 23:03:55,50.2334,-63.5986,1.0,52.0,12.47,7.2
463,portland,US,2021-03-13 23:00:34,45.5234,-122.6762,100.0,64.0,52.27,1.39
464,panaba,MX,2021-03-13 23:03:55,21.2833,-88.2667,7.0,79.0,69.15,3.91
465,fushan,CN,2021-03-13 23:03:55,37.4958,121.2581,1.0,45.0,60.1,2.88
466,ulaangom,MN,2021-03-13 23:03:55,49.9811,92.0667,0.0,60.0,7.47,1.85
467,beihai,CN,2021-03-13 23:03:56,21.4833,109.1,3.0,78.0,74.37,4.51
468,puerto del rosario,ES,2021-03-13 23:03:13,28.5004,-13.8627,40.0,72.0,64.67,6.17
469,palatca,RO,2021-03-13 23:03:56,46.85,23.9833,0.0,87.0,35.87,1.54
470,axim,GH,2021-03-13 23:03:56,4.8699,-2.2405,97.0,85.0,79.66,3.81
471,yazd,IR,2021-03-13 23:03:56,31.8972,54.3675,0.0,56.0,41.27,1.03
472,yelizovo,RU,2021-03-13 23:03:57,53.1873,158.3805,40.0,48.0,35.87,7.0
473,murashi,RU,2021-03-13 23:03:57,59.3999,48.9615,100.0,92.0,12.97,5.06
474,vagur,FO,2021-03-13 23:03:57,61.4732,-6.8119,5.0,76.0,42.4,13.12
475,nishihara,JP,2021-03-13 23:03:57,26.1842,127.7558,40.0,53.0,73.67,5.66
476,srednekolymsk,RU,2021-03-13 23:03:58,67.45,153.6833,58.0,87.0,-8.86,1.34
477,goderich,CA,2021-03-13 23:01:30,43.7501,-81.7165,0.0,70.0,37.67,5.14
478,knysna,ZA,2021-03-13 23:03:58,-34.0363,23.0471,0.0,94.0,59.27,2.57
479,myra,IT,2021-03-13 23:03:58,45.4358,12.1348,40.0,93.0,46.67,2.57
480,viedma,AR,2021-03-13 23:03:58,-40.8135,-62.9967,0.0,57.0,65.55,2.5
481,umm kaddadah,SD,2021-03-13 23:03:59,13.6017,26.6876,4.0,10.0,71.49,7.44
482,damietta,EG,2021-03-13 23:01:50,31.4165,31.8133,20.0,72.0,57.47,3.6
483,polunochnoye,RU,2021-03-13 23:03:59,60.8697,60.4153,100.0,81.0,13.96,4.16
484,sao jose da coroa grande,BR,2021-03-13 23:03:59,-8.8978,-35.1478,10.0,79.0,77.86,4.1
485,lanzhou,CN,2021-03-13 23:03:59,36.0564,103.7922,96.0,19.0,55.67,3.0
486,dalvik,IS,2021-03-13 23:04:00,65.9702,-18.5286,40.0,86.0,21.47,1.03
487,tay ninh,VN,2021-03-13 23:04:00,11.3,106.1,7.0,35.0,92.05,3.36
488,esil,KZ,2021-03-13 23:04:00,51.9556,66.4042,0.0,92.0,-1.73,1.74
489,trelew,AR,2021-03-13 23:04:00,-43.249,-65.3051,79.0,58.0,61.07,8.42
490,cabedelo,BR,2021-03-13 23:04:01,-6.9811,-34.8339,0.0,88.0,75.47,1.54
491,palabuhanratu,,,,,,,,
492,hattiesburg,US,2021-03-13 23:00:42,31.3271,-89.2903,1.0,77.0,64.27,1.54
493,salinopolis,BR,2021-03-13 23:04:01,-0.6136,-47.3561,83.0,86.0,78.1,2.9
494,olinda,BR,2021-03-13 23:04:01,-8.0089,-34.8553,75.0,61.0,80.87,3.09
495,senhor do bonfim,BR,2021-03-13 23:04:01,-10.4614,-40.1894,43.0,92.0,67.82,2.51
496,raga,SS,2021-03-13 23:04:02,8.4596,25.678,100.0,27.0,73.51,1.22
497,borlange,,,,,,,,
498,vila,PT,2021-03-13 23:04:02,42.0304,-8.1588,43.0,93.0,41.27,0.45
499,sabzevar,IR,2021-03-13 23:04:02,36.2126,57.6819,0.0,69.0,28.67,3.09
500,ercis,TR,2021-03-13 23:01:16,39.0287,43.3586,40.0,93.0,26.87,2.06
501,naryan-mar,RU,2021-03-13 23:04:03,67.6713,53.087,90.0,96.0,2.79,3.32
502,formoso do araguaia,,,,,,,,
503,louisbourg,,,,,,,,
504,jalu,LY,2021-03-13 23:04:03,29.0331,21.5482,55.0,40.0,58.19,5.1
505,bada,RU,2021-03-13 23:04:03,51.392,109.8717,100.0,83.0,20.28,8.47
506,moyale,KE,2021-03-13 23:04:03,3.5167,39.0584,0.0,79.0,65.3,1.21
507,lamu,KE,2021-03-13 23:04:04,-2.2717,40.902,1.0,83.0,77.27,3.02
508,kidal,ML,2021-03-13 23:04:04,18.4411,1.4078,33.0,38.0,65.52,4.93
509,hue,VN,2021-03-13 23:03:11,16.4667,107.6,40.0,65.0,82.67,2.06
510,babu,CN,2021-03-13 23:04:04,24.4167,111.5167,35.0,61.0,79.92,1.32
511,nuuk,GL,2021-03-13 23:01:41,64.1835,-51.7216,75.0,73.0,16.07,6.17
512,ulenje,TZ,2021-03-13 23:04:04,-8.9333,33.6833,70.0,81.0,53.87,1.26
513,algiers,DZ,2021-03-13 23:02:08,36.7525,3.042,20.0,93.0,48.47,2.06
514,asyut,EG,2021-03-13 23:04:05,27.181,31.1837,0.0,71.0,46.67,4.12
515,egvekinot,RU,2021-03-13 23:04:05,66.3167,-179.1667,100.0,94.0,20.55,6.0
516,faya,SA,2021-03-13 23:04:05,18.3851,42.4509,0.0,88.0,61.07,1.07
517,berberati,CF,2021-03-13 23:04:06,4.2612,15.7922,100.0,94.0,70.66,2.02
518,jinka,ET,2021-03-13 23:04:06,5.65,36.65,14.0,61.0,66.02,0.88
519,torbay,CA,2021-03-13 23:03:19,47.6666,-52.7314,75.0,86.0,29.26,10.29
520,inhambane,MZ,2021-03-13 23:04:06,-23.865,35.3833,23.0,81.0,74.41,3.26
521,bargal,,,,,,,,
522,bhatkal,IN,2021-03-13 23:04:06,13.9667,74.5667,76.0,63.0,85.03,0.32
523,prescott,US,2021-03-13 23:04:07,34.54,-112.4685,1.0,93.0,31.26,2.57
524,coahuayana,MX,2021-03-13 23:04:07,18.7333,-103.6833,0.0,71.0,69.73,1.18
525,verkhnevilyuysk,RU,2021-03-13 23:04:07,63.4453,120.3167,44.0,84.0,14.94,4.19
526,hastings,GB,2021-03-13 23:04:08,50.8552,0.5729,84.0,80.0,42.28,3.13
527,mangrol,IN,2021-03-13 23:04:08,21.1167,70.1167,0.0,39.0,83.17,5.83
528,victoria,HK,2021-03-13 23:03:00,22.2855,114.1577,77.0,82.0,72.27,1.79
529,the valley,AI,2021-03-13 23:04:08,18.217,-63.0578,0.0,83.0,77.27,1.03
530,nara,JP,2021-03-13 23:04:08,34.6851,135.8049,40.0,50.0,59.27,3.6
531,jiehu,CN,2021-03-13 23:04:09,35.5428,118.455,52.0,53.0,60.31,4.82
532,senanga,ZM,2021-03-13 23:04:09,-16.1167,23.2667,3.0,95.0,64.81,1.6
533,porbandar,IN,2021-03-13 23:04:09,21.6422,69.6093,0.0,57.0,75.47,3.09
534,sigulda,LV,2021-03-13 23:04:09,57.1519,24.8647,100.0,96.0,33.28,1.34
535,solnechnyy,RU,2021-03-13 23:04:10,50.7214,136.6319,19.0,81.0,37.49,3.42
536,port hardy,CA,2021-03-13 23:04:10,50.6996,-127.4199,90.0,87.0,46.67,7.2
537,korla,CN,2021-03-13 23:04:10,41.7597,86.1469,76.0,26.0,58.6,1.99
538,cassilandia,BR,2021-03-13 23:04:10,-19.1133,-51.7342,50.0,76.0,71.1,0.88
539,toliary,,,,,,,,
540,zhezkazgan,KZ,2021-03-13 23:04:11,47.8043,67.7144,100.0,74.0,6.21,6.09
541,ilo,PE,2021-03-13 23:04:11,-17.6394,-71.3375,22.0,86.0,71.53,1.61
542,hanmer springs,NZ,2021-03-13 23:04:11,-42.5167,172.8167,0.0,20.0,79.09,3.08
543,yuancheng,CN,2021-03-13 23:03:17,36.652,107.7896,100.0,24.0,58.17,5.3
544,santa maria,BR,2021-03-13 23:04:11,-29.6842,-53.8069,0.0,94.0,64.67,2.57
545,kuche,,,,,,,,
546,waipawa,NZ,2021-03-13 23:04:12,-41.4122,175.5153,20.0,64.0,68.27,8.75
547,stoyba,,,,,,,,
548,pacific grove,US,2021-03-13 22:59:20,36.6177,-121.9166,7.0,81.0,50.27,2.24
549,oistins,BB,2021-03-13 23:04:12,13.0667,-59.5333,40.0,69.0,79.07,4.63
550,mabaruma,GY,2021-03-13 23:04:12,8.2,-59.7833,100.0,97.0,72.41,0.78
551,aklavik,CA,2021-03-13 23:04:13,68.2191,-135.0107,24.0,77.0,-10.93,3.6
552,honiara,SB,2021-03-13 23:04:13,-9.4333,159.95,87.0,83.0,82.04,1.71
553,orel-izumrud,RU,2021-03-13 23:04:13,43.4583,39.9244,90.0,70.0,39.47,7.0
554,chokurdakh,RU,2021-03-13 23:04:13,70.6333,147.9167,0.0,84.0,-12.21,1.41
555,jalcocotan,MX,2021-03-13 23:04:14,21.4667,-105.1167,0.0,72.0,62.78,1.34
556,florianopolis,BR,2021-03-13 23:04:14,-27.6146,-48.5012,75.0,78.0,79.07,3.6
557,andenes,NO,2021-03-13 23:04:14,69.3143,16.1194,75.0,87.0,37.67,4.12
558,kiama,AU,2021-03-13 23:04:14,-34.6833,150.8667,100.0,91.0,62.28,2.68
559,batticaloa,LK,2021-03-13 23:04:15,7.7102,81.6924,43.0,75.0,82.62,4.75
560,kahramanmaras,TR,2021-03-13 23:04:15,38.0,37.0,40.0,93.0,35.87,1.54
561,nechi,CO,2021-03-13 23:04:15,8.0942,-74.7757,77.0,89.0,74.59,0.16
562,novyy svit,UA,2021-03-13 23:04:15,47.8059,38.0211,86.0,92.0,31.42,3.05
563,yima,CN,2021-03-13 23:04:16,34.7381,111.8839,100.0,99.0,60.28,2.46
564,urubicha,BO,2021-03-13 23:04:16,-15.3833,-62.95,99.0,90.0,72.21,0.63
565,lithakia,GR,2021-03-13 23:04:16,37.7167,20.8333,40.0,87.0,50.27,1.5
566,tokonou,GN,2021-03-13 23:04:16,9.65,-9.7833,100.0,37.0,75.04,1.97
567,basco,PH,2021-03-13 23:04:17,20.4487,121.9702,32.0,77.0,73.63,9.27
568,high level,CA,2021-03-13 23:04:17,58.5169,-117.136,90.0,85.0,10.67,2.06
569,kamenskoye,,,,,,,,
570,saryg-sep,RU,2021-03-13 23:04:17,51.5,95.6,0.0,62.0,5.04,1.46
571,baykit,RU,2021-03-13 23:04:17,61.67,96.37,96.0,73.0,6.37,6.09
572,attawapiskat,,,,,,,,
573,makhachkala,RU,2021-03-13 23:04:18,42.9764,47.5024,40.0,69.0,34.07,4.0
574,guerrero negro,MX,2021-03-13 23:04:18,27.9769,-114.0611,0.0,73.0,56.89,6.61
575,san patricio,US,2021-03-13 23:04:18,28.017,-97.5169,90.0,83.0,73.67,9.77
576,dwarka,IN,2021-03-13 23:04:18,22.2394,68.9678,0.0,49.0,81.9,6.31
577,bom jardim,BR,2021-03-13 23:04:19,-7.7958,-35.5872,40.0,88.0,73.67,3.6
578,turukhansk,RU,2021-03-13 23:04:19,65.8167,87.9833,100.0,90.0,-18.58,7.76
579,calama,CL,2021-03-13 23:04:19,-22.4667,-68.9333,0.0,66.0,52.07,2.57
580,tirthahalli,IN,2021-03-13 23:04:19,13.7,75.2333,32.0,38.0,83.77,2.23
581,murwara,IN,2021-03-13 23:04:20,23.85,80.4,0.0,22.0,84.69,0.98
582,arman,RU,2021-03-13 23:04:20,59.7,150.1667,0.0,69.0,9.54,2.42
583,zambezi,ZM,2021-03-13 23:04:20,-13.5432,23.1047,79.0,96.0,63.21,1.46
584,tyup,KG,2021-03-13 23:04:20,42.7276,78.3648,47.0,58.0,46.27,4.38
585,karanganyar,ID,2021-03-13 23:04:21,-6.7072,111.0834,99.0,65.0,88.25,0.22
586,pennagaram,IN,2021-03-13 23:04:21,12.1333,77.9,20.0,65.0,79.07,1.6
587,bourail,NC,2021-03-13 23:04:21,-21.5667,165.4833,84.0,60.0,83.12,3.17
588,rawson,AR,2021-03-13 23:04:21,-43.3002,-65.1023,77.0,62.0,61.34,8.32
589,necochea,AR,2021-03-13 23:04:22,-38.5473,-58.7368,65.0,94.0,63.27,1.28
590,awash,ET,2021-03-13 23:04:22,8.9833,40.1667,1.0,52.0,73.6,0.69
591,kimbe,PG,2021-03-13 23:04:22,-5.5502,150.1429,66.0,62.0,87.13,3.12
